학교코드,학교명,설립년도,남녀공학구분명,주야구분명,우편번호시도명,학교종류구분명,설립구분명
A000022361,창호초등학교,1942,남여공학,주간,경상남도,초등학교,공립
A000022362,칠천초등학교,1946,남여공학,주간,경상남도,초등학교,공립
A000022363,하청초등학교,1924,남여공학,주간,경상남도,초등학교,공립
A000022391,가조중학교,1953,남여공학,주간,경상남도,중학교,공립
A000022392,거창대성중학교,1951,남,주간,경상남도,중학교,사립
A000022393,거창여자중학교,1945,여,주간,경상남도,중학교,공립
A000022394,거창중학교,1951,남,주간,경상남도,중학교,공립
A000022395,거창중학교고제분교장,1971,남여공학,주간,경상남도,중학교,공립
A000022396,샛별중학교,1980,남여공학,주간,경상남도,중학교,사립
A000022397,웅양중학교,1955,남여공학,주간,경상남도,중학교,공립
A000022398,혜성여자중학교,1964,여,주간,경상남도,중학교,사립
A000022399,가북초등학교,1927,남여공학,주간,경상남도,초등학교,공립
A000022400,가조초등학교,1921,남여공학,주간,경상남도,초등학교,공립
A000022401,거창초등학교,1907,남여공학,주간,경상남도,초등학교,공립
A000022402,고제초등학교,1932,남여공학,주간,경상남도,초등학교,공립
A000022403,남상초등학교,1923,남여공학,주간,경상남도,초등학교,공립
A000022404,남하초등학교,1930,남여공학,주간,경상남도,초등학교,공립
A000022405,마리초등학교,1928,남여공학,주간,경상남도,초등학교,공립
A000022406,북상초등학교,1928,남여공학,주간,경상남도,초등학교,공립
A000022407,샛별초등학교,1964,남여공학,주간,경상남도,초등학교,사립
A000022408,신원초등학교,1926,남여공학,주간,경상남도,초등학교,공립
A000022409,웅양초등학교,1920,남여공학,주간,경상남도,초등학교,공립
A000022410,월천초등학교,1932,남여공학,주간,경상남도,초등학교,공립
A000022411,위천초등학교,1919,남여공학,주간,경상남도,초등학교,공립
A000022412,주상초등학교,1933,남여공학,주간,경상남도,초등학교,공립
A000022413,창남초등학교,1944,남여공학,주간,경상남도,초등학교,공립
A000022414,창동초등학교,1975,남여공학,주간,경상남도,초등학교,공립
A000022428,고성동중학교,1954,남여공학,주간,경상남도,중학교,공립
A000022429,고성여자중학교,1949,여,주간,경상남도,중학교,공립
A000022430,고성중학교,1951,남,주간,경상남도,중학교,공립
A000022431,동해중학교,1971,남여공학,주간,경상남도,중학교,공립
A000022432,영천중학교,1960,남여공학,주간,경상남도,중학교,공립
A000022433,철성중학교,1964,남,주간,경상남도,중학교,사립
A000022434,회화중학교,1953,남여공학,주간,경상남도,중학교,공립
A000022435,개천초등학교,1923,남여공학,주간,경상남도,초등학교,공립
A000022436,거류초등학교,1926,남여공학,주간,경상남도,초등학교,공립
A000022437,고성초등학교,1906,남여공학,주간,경상남도,초등학교,공립
A000022438,구만초등학교,1931,남여공학,주간,경상남도,초등학교,공립
A000022439,대성초등학교,1946,남여공학,주간,경상남도,초등학교,공립
A000022440,대흥초등학교,1939,남여공학,주간,경상남도,초등학교,공립
A000022441,동광초등학교,1941,남여공학,주간,경상남도,초등학교,공립
A000022442,동해초등학교,1931,남여공학,주간,경상남도,초등학교,공립
A000022443,마암초등학교,1928,남여공학,주간,경상남도,초등학교,공립
A000022444,방산초등학교,1947,남여공학,주간,경상남도,초등학교,공립
A000022445,삼산초등학교,1931,남여공학,주간,경상남도,초등학교,공립
A000022446,상리초등학교,1921,남여공학,주간,경상남도,초등학교,공립
A000022447,영오초등학교,1929,남여공학,주간,경상남도,초등학교,공립
A000022448,영오초등학교영현분교장,1928,남여공학,주간,경상남도,초등학교,공립
A000022449,율천초등학교,1957,남여공학,주간,경상남도,초등학교,공립
A000022450,철성초등학교,1944,남여공학,주간,경상남도,초등학교,공립
A000022451,하이초등학교,1927,남여공학,주간,경상남도,초등학교,공립
A000022452,하일초등학교,1921,남여공학,주간,경상남도,초등학교,공립
A000022453,회화초등학교,1919,남여공학,주간,경상남도,초등학교,공립
A000022471,가야중학교,2002,남여공학,주간,경상남도,중학교,공립
A000022472,경운중학교,2001,남여공학,주간,경상남도,중학교,공립
A000022473,김해대동중학교,1955,남여공학,주간,경상남도,중학교,공립
A000022474,김해서중학교,1980,남여공학,주간,경상남도,중학교,공립
A000022475,김해여자중학교,1955,여,주간,경상남도,중학교,공립
A000022476,김해중앙여자중학교,1964,여,주간,경상남도,중학교,사립
A000022477,김해중학교,1951,남,주간,경상남도,중학교,공립
A000022478,내동중학교,1991,남여공학,주간,경상남도,중학교,공립
A000022479,삼정중학교,1994,남여공학,주간,경상남도,중학교,공립
A000022480,생림중학교,1993,남여공학,주간,경상남도,중학교,공립
A000022481,신어중학교,1992,남여공학,주간,경상남도,중학교,공립
A000022482,영운중학교,1999,남여공학,주간,경상남도,중학교,공립
A000022483,월산중학교,2001,남여공학,주간,경상남도,중학교,공립
A000022484,임호중학교,1995,남여공학,주간,경상남도,중학교,공립
A000022485,장유중학교,1951,남여공학,주간,경상남도,중학교,사립
A000022486,진례중학교,1953,남여공학,주간,경상남도,중학교,사립
A000022487,진영장등중학교,1966,남여공학,주간,경상남도,중학교,공립
A000022488,한림중학교,1952,남여공학,주간,경상남도,중학교,사립
A000022489,한얼중학교,1946,남여공학,주간,경상남도,중학교,공립
A000022490,김해가야초등학교,1999,남여공학,주간,경상남도,초등학교,공립
A000022491,경운초등학교,1996,남여공학,주간,경상남도,초등학교,공립
A000022492,구봉초등학교,1980,남여공학,주간,경상남도,초등학교,공립
A000022493,구산초등학교,2000,남여공학,주간,경상남도,초등학교,공립
A000022494,금동초등학교,1932,남여공학,주간,경상남도,초등학교,공립
A000022495,금산초등학교,1949,남여공학,주간,경상남도,초등학교,공립
A000022496,김해내동초등학교,1990,남여공학,주간,경상남도,초등학교,공립
A000022497,김해동광초등학교,1898,남여공학,주간,경상남도,초등학교,공립
A000022498,김해봉황초등학교,1970,남여공학,주간,경상남도,초등학교,공립
A000022499,김해부곡초등학교,2002,남여공학,주간,경상남도,초등학교,공립
A000022500,김해삼성초등학교,1948,남여공학,주간,경상남도,초등학교,공립
A000022501,김해외동초등학교,1993,남여공학,주간,경상남도,초등학교,공립
A000022502,김해합성초등학교,1909,남여공학,주간,경상남도,초등학교,공립
A000022503,김해활천초등학교,1945,남여공학,주간,경상남도,초등학교,공립
A000022504,대감초등학교,1944,남여공학,주간,경상남도,초등학교,공립
A000022505,대동초등학교,1924,남여공학,주간,경상남도,초등학교,공립
A000022506,대중초등학교,1946,남여공학,주간,경상남도,초등학교,공립
A000022507,대진초등학교,1956,남여공학,주간,경상남도,초등학교,공립
A000022508,봉명초등학교,1997,남여공학,주간,경상남도,초등학교,공립
A000022509,삼계초등학교,1958,남여공학,주간,경상남도,초등학교,공립
A000022510,삼문초등학교,2002,남여공학,주간,경상남도,초등학교,공립
A000022511,삼방초등학교,1991,남여공학,주간,경상남도,초등학교,공립
A000022512,생림초등학교,1923,남여공학,주간,경상남도,초등학교,공립
A000022513,수남초등학교,1948,남여공학,주간,경상남도,초등학교,공립
A000022514,신어초등학교,1993,남여공학,주간,경상남도,초등학교,공립
A000022515,안명초등학교,1948,남여공학,주간,경상남도,초등학교,공립
A000022516,어방초등학교,1996,남여공학,주간,경상남도,초등학교,공립
A000022517,영운초등학교,1997,남여공학,주간,경상남도,초등학교,공립
A000022518,용산초등학교,1948,남여공학,주간,경상남도,초등학교,공립
A000022519,우암초등학교,1994,남여공학,주간,경상남도,초등학교,공립
A000022520,월산초등학교,2001,남여공학,주간,경상남도,초등학교,공립
A000022521,이북초등학교,1929,남여공학,주간,경상남도,초등학교,공립
A000022522,이작초등학교,1936,남여공학,주간,경상남도,초등학교,공립
A000022523,임호초등학교,1997,남여공학,주간,경상남도,초등학교,공립
A000022524,장유초등학교,1922,남여공학,주간,경상남도,초등학교,공립
A000022525,주석초등학교,2002,남여공학,주간,경상남도,초등학교,공립
A000022526,주촌초등학교,1931,남여공학,주간,경상남도,초등학교,공립
A000022527,진례초등학교,1926,남여공학,주간,경상남도,초등학교,공립
A000022528,진영대창초등학교,1919,남여공학,주간,경상남도,초등학교,공립
A000022529,진영대흥초등학교,1946,남여공학,주간,경상남도,초등학교,공립
A000022530,칠산초등학교,1945,남여공학,주간,경상남도,초등학교,공립
A000022531,한림초등학교,1942,남여공학,주간,경상남도,초등학교,공립
A000022564,남해여자중학교,1955,여,주간,경상남도,중학교,공립
A000022565,남해중학교,1951,남,주간,경상남도,중학교,공립
A000022566,미조중학교,1954,남여공학,주간,경상남도,중학교,공립
A000022567,상주중학교,1963,남여공학,주간,경상남도,중학교,사립
A000022568,설천중학교,1960,남여공학,주간,경상남도,중학교,공립
A000022569,이동중학교,1952,남여공학,주간,경상남도,중학교,사립
A000022570,창선중학교,1950,남여공학,주간,경상남도,중학교,사립
A000022571,해성중학교,1951,남여공학,주간,경상남도,중학교,사립
